Código TSE,Nome,IDH,IDH (categoria),Vencedor,Categoria,PSL (% de votos válidos),PSL (votos),PT (% de votos válidos),PT (votos),Total de votos válidos
34339,Cândido Sales,0.601,,PT, PT,22.39,2888,77.61,10012,12900
12246,Milton Brandão,0.508,Baixo,PT,Baixo PT,22.41,936,77.59,3241,4177
2836,São Gabriel da Cachoeira,0.609,,PT, PT,22.42,3864,77.58,13369,17233
4316,Bonito,0.546,Baixo,PT,Baixo PT,22.44,1816,77.56,6275,8091
16438,Canguaretama,0.579,Baixo,PT,Baixo PT,22.44,3874,77.56,13388,17262
40762,São João do Pacuí,0.625,,PT, PT,22.44,520,77.56,1797,2317
46396,Itacambira,0.628,,PT, PT,22.45,593,77.55,2049,2642
20575,Junco do Seridó,0.617,,PT, PT,22.48,849,77.52,2927,3776
4618,Gurupá,0.509,Baixo,PT,Baixo PT,22.49,2771,77.51,9551,12322
38342,Ribeirão do Largo,0.540,Baixo,PT,Baixo PT,22.49,1167,77.51,4022,5189
17191,Jucurutu,0.601,,PT, PT,22.49,2410,77.51,8305,10715
42200,Ibiracatu,0.591,,PT, PT,22.51,751,77.49,2585,3336
13919,Frecheirinha,0.604,,PT, PT,22.51,1980,77.49,6818,8798
10510,Castelo do Piauí,0.587,,PT, PT,22.55,2452,77.45,8423,10875
32018,Pedrinhas,0.592,,PT, PT,22.58,1089,77.42,3733,4822
8109,Porto Rico do Maranhão,0.615,,PT, PT,22.58,745,77.42,2554,3299
21156,Passagem,0.620,,PT, PT,22.58,389,77.42,1334,1723
24635,Joaquim Nabuco,0.554,Baixo,PT,Baixo PT,22.61,1813,77.39,6206,8019
21032,Nova Floresta,0.601,,PT, PT,22.61,1298,77.39,4443,5741
14753,Morada Nova,0.610,,PT, PT,22.62,8656,77.38,29611,38267
7633,Codó,0.595,,PT, PT,22.63,11473,77.37,39224,50697
17256,Lagoa de Pedras,0.553,Baixo,PT,Baixo PT,22.64,1109,77.36,3789,4898
40738,Araponga,0.536,Baixo,PT,Baixo PT,22.68,947,77.32,3228,4175
31194,Campo do Brito,0.621,,PT, PT,22.68,2211,77.32,7539,9750
21555,Remígio,0.607,,PT, PT,22.73,2336,77.27,7943,10279
25771,Serra Talhada,0.661,,PT, PT,22.73,9809,77.27,33354,43163
32034,Pinhão,0.583,Baixo,PT,Baixo PT,22.74,792,77.26,2691,3483
11851,Santa Luz,0.588,,PT, PT,22.74,771,77.26,2620,3391
33359,Antônio Gonçalves,0.598,,PT, PT,22.74,1308,77.26,4445,5753
23019,Afogados da Ingazeira,0.657,,PT, PT,22.75,4476,77.25,15197,19673
9539,Vitorino Freire,0.570,Baixo,PT,Baixo PT,22.76,3722,77.24,12628,16350
39470,Uibaí,0.617,,PT, PT,22.77,1935,77.23,6564,8499
98493,Uarini,0.527,Baixo,PT,Baixo PT,22.78,1089,77.22,3692,4781
20052,Cuitegi,0.570,Baixo,PT,Baixo PT,22.80,933,77.20,3160,4093
33855,Brejões,0.597,,PT, PT,22.80,1550,77.20,5247,6797
34053,Cafarnaum,0.584,,PT, PT,22.82,2123,77.18,7181,9304
16039,Assú,0.661,,PT, PT,22.82,7100,77.18,24008,31108
10715,Eliseu Martins,0.595,,PT, PT,22.83,584,77.17,1974,2558
23434,Bom Jardim,0.602,,PT, PT,22.83,4837,77.17,16349,21186
36935,Macajuba,0.524,Baixo,PT,Baixo PT,22.84,1319,77.16,4457,5776
15474,São Benedito,0.611,,PT, PT,22.86,5830,77.14,19673,25503
18732,Taboleiro Grande,0.612,,PT, PT,22.87,452,77.13,1524,1976
37877,Piatã,0.571,Baixo,PT,Baixo PT,22.88,2423,77.12,8169,10592
41203,Olhos D’água,0.626,,PT, PT,22.88,708,77.12,2387,3095
10294,Batalha,0.545,Baixo,PT,Baixo PT,22.89,3441,77.11,11595,15036
37940,Piraí do Norte,0.533,Baixo,PT,Baixo PT,22.91,1035,77.09,3483,4518
25615,São Caitano,0.591,,PT, PT,22.91,5028,77.09,16917,21945
23833,Catende,0.609,,PT, PT,22.91,3890,77.09,13088,16978
8699,Pinheiro,0.637,,PT, PT,22.92,8749,77.08,29419,38168
4910,Mocajuba,0.575,Baixo,PT,Baixo PT,22.93,3847,77.07,12928,16775
73059,Maurilândia do Tocantins,0.580,Baixo,PT,Baixo PT,22.93,453,77.07,1523,1976
39489,Umburanas,0.515,Baixo,PT,Baixo PT,22.94,1685,77.06,5659,7344
19771,Caldas Brandão,0.568,Baixo,PT,Baixo PT,22.94,886,77.06,2976,3862
17957,Pedro Velho,0.568,Baixo,PT,Baixo PT,23.00,1849,77.00,6191,8040
38806,São Domingos,0.640,,PT, PT,23.03,1201,76.97,4013,5214
13161,Chorozinho,0.604,,PT, PT,23.07,2879,76.93,9598,12477
36730,Jussiape,0.602,,PT, PT,23.08,1016,76.92,3387,4403
41963,Crisólita,0.585,,PT, PT,23.11,656,76.89,2182,2838
20974,Mulungu,0.565,Baixo,PT,Baixo PT,23.12,1497,76.88,4977,6474
38997,Sebastião Laranjeiras,0.615,,PT, PT,23.12,1114,76.88,3704,4818
31003,Santana do São Francisco,0.590,,PT, PT,23.16,912,76.84,3026,3938
23060,Xexéu,0.552,Baixo,PT,Baixo PT,23.17,1573,76.83,5216,6789
53996,Ubaí,0.609,,PT, PT,23.19,1266,76.81,4193,5459
19801,Caturité,0.623,,PT, PT,23.19,843,76.81,2792,3635
17698,Ouro Branco,0.645,,PT, PT,23.20,744,76.80,2463,3207
33553,Barra da Estiva,0.575,Baixo,PT,Baixo PT,23.21,3149,76.79,10421,13570
21296,Picuí,0.608,,PT, PT,23.27,2509,76.73,8274,10783
16195,Apodi,0.639,,PT, PT,23.27,4994,76.73,16465,21459
14010,Guaraciaba do Norte,0.609,,PT, PT,23.29,5182,76.71,17067,22249
4510,Colares,0.602,,PT, PT,23.30,1480,76.70,4871,6351
14656,Meruoca,0.618,,PT, PT,23.30,1928,76.70,6346,8274
9652,Santa Luzia do Paruá,0.599,,PT, PT,23.32,2640,76.68,8679,11319
18996,Vila Flor,0.576,Baixo,PT,Baixo PT,23.33,468,76.67,1538,2006
24210,Glória do Goitá,0.604,,PT, PT,23.37,3866,76.63,12675,16541
33405,Apuarema,0.552,Baixo,PT,Baixo PT,23.38,921,76.62,3019,3940
40380,Lontra,0.646,,PT, PT,23.38,1109,76.62,3635,4744
7986,Nova Colinas,0.566,Baixo,PT,Baixo PT,23.39,723,76.61,2368,3091
16373,Caiçara do Rio do Vento,0.587,,PT, PT,23.39,577,76.61,1890,2467
17876,Pau dos Ferros,0.678,,PT, PT,23.40,3497,76.60,11447,14944
43397,Comercinho,0.593,,PT, PT,23.41,902,76.59,2951,3853
31879,Neópolis,0.589,,PT, PT,23.42,2159,76.58,7060,9219
18317,São Bento do Norte,0.555,Baixo,PT,Baixo PT,23.45,544,76.55,1776,2320
7480,Cidelândia,0.600,,PT, PT,23.46,1739,76.54,5674,7413
35556,Ibirapitanga,0.558,Baixo,PT,Baixo PT,23.47,2236,76.53,7291,9527
36706,Jucuruçu,0.541,Baixo,PT,Baixo PT,23.49,1190,76.51,3875,5065
4499,Chaves,0.453,Baixo,PT,Baixo PT,23.50,1968,76.50,6408,8376
32433,Siriri,0.609,,PT, PT,23.52,1079,76.48,3508,4587
27758,Joaquim Gomes,0.531,Baixo,PT,Baixo PT,23.53,2138,76.47,6950,9088
16977,Jaçanã,0.604,,PT, PT,23.54,990,76.46,3216,4206
42528,Verdelândia,0.584,,PT, PT,23.55,929,76.45,3015,3944
7668,Governador Nunes Freire,0.569,Baixo,PT,Baixo PT,23.56,2633,76.44,8543,11176
34193,Campo Formoso,0.586,,PT, PT,23.56,8852,76.44,28718,37570
20990,Natuba,0.541,Baixo,PT,Baixo PT,23.59,1036,76.41,3356,4392
27219,Branquinha,0.513,Baixo,PT,Baixo PT,23.60,1160,76.40,3756,4916
35076,Encruzilhada,0.544,Baixo,PT,Baixo PT,23.62,2368,76.38,7657,10025
36277,Itapebi,0.572,Baixo,PT,Baixo PT,23.62,1247,76.38,4032,5279
41408,Ponto Chique,0.606,,PT, PT,23.63,505,76.37,1632,2137
10278,Barro Duro,0.612,,PT, PT,23.66,987,76.34,3184,4171
31852,Muribeca,0.626,,PT, PT,23.66,1088,76.34,3511,4599
73105,São Félix do Tocantins,0.574,Baixo,PT,Baixo PT,23.69,199,76.31,641,840
19046,São José dos Ramos,0.541,Baixo,PT,Baixo PT,23.70,873,76.30,2810,3683
36013,Itaeté,0.572,Baixo,PT,Baixo PT,23.70,1679,76.30,5405,7084
36510,Jacobina,0.649,,PT, PT,23.71,9815,76.29,31586,41401
19593,Brejo dos Santos,0.619,,PT, PT,23.72,993,76.28,3193,4186
4693,Irituia,0.559,Baixo,PT,Baixo PT,23.73,4031,76.27,12956,16987
33871,Brejolândia,0.592,,PT, PT,23.73,1221,76.27,3924,5145
35998,Itacaré,0.583,Baixo,PT,Baixo PT,23.74,2371,76.26,7618,9989
38334,Ribeira do Pombal,0.601,,PT, PT,23.83,6955,76.17,22235,29190
9032,Santo Antônio dos Lopes,0.566,Baixo,PT,Baixo PT,23.84,2324,76.16,7425,9749
33790,Boninal,0.612,,PT, PT,23.86,1598,76.14,5100,6698
32298,Santa Rosa de Lima,0.592,,PT, PT,23.89,628,76.11,2001,2629
14478,Juazeiro do Norte,0.694,,PT, PT,23.89,31793,76.11,101288,133081
20559,Juazeirinho,0.567,Baixo,PT,Baixo PT,23.90,2194,76.10,6985,9179
51519,Santa Fé de Minas,0.615,,PT, PT,23.91,424,76.09,1349,1773
14257,Itaiçaba,0.656,,PT, PT,23.91,1209,76.09,3848,5057
27979,Mar Vermelho,0.577,Baixo,PT,Baixo PT,23.95,563,76.05,1788,2351
39314,Teolândia,0.555,Baixo,PT,Baixo PT,23.96,1739,76.04,5519,7258
42595,Caraí,0.558,Baixo,PT,Baixo PT,23.96,1850,76.04,5871,7721
24155,Frei Miguelinho,0.576,Baixo,PT,Baixo PT,23.97,2150,76.03,6818,8968
37567,Nova Fátima,0.597,,PT, PT,23.98,1217,76.02,3858,5075
41696,Botumirim,0.602,,PT, PT,23.99,719,76.01,2278,2997
17213,Messias Targino,0.644,,PT, PT,23.99,752,76.01,2383,3135
25593,São Bento do Una,0.593,,PT, PT,24.00,5727,76.00,18139,23866
15954,Itarema,0.606,,PT, PT,24.01,5086,75.99,16100,21186
41297,Berilo,0.628,,PT, PT,24.03,1118,75.97,3534,4652
4790,Limoeiro do Ajuru,0.541,Baixo,PT,Baixo PT,24.05,3381,75.95,10679,14060
12661,São Miguel da Baixa Grande,0.563,Baixo,PT,Baixo PT,24.05,400,75.95,1263,1663
18074,Pureza,0.567,Baixo,PT,Baixo PT,24.06,1246,75.94,3932,5178
7889,Maracaçumé,0.582,Baixo,PT,Baixo PT,24.06,2229,75.94,7034,9263
32492,Tomar do Geru,0.551,Baixo,PT,Baixo PT,24.07,1540,75.93,4859,6399
5274,Santa Cruz do Arari,0.557,Baixo,PT,Baixo PT,24.07,821,75.93,2590,3411
17850,Patu,0.618,,PT, PT,24.07,1670,75.93,5267,6937
25755,São Vicente Ferrér,0.549,Baixo,PT,Baixo PT,24.08,2357,75.92,7430,9787
33154,Alcobaça,0.608,,PT, PT,24.08,2487,75.92,7839,10326
7579,Caxias,0.624,,PT, PT,24.08,18488,75.92,58289,76777
4936,Moju,0.547,Baixo,PT,Baixo PT,24.11,8296,75.89,26114,34410
37958,Piripá,0.575,Baixo,PT,Baixo PT,24.12,1282,75.88,4032,5314
18597,Senador Elói de Souza,0.583,,PT, PT,24.12,899,75.88,2828,3727
41866,Catuti,0.621,,PT, PT,24.12,653,75.88,2054,2707
20176,Duas Estradas,0.603,,PT, PT,24.15,597,75.85,1875,2472
37079,Malhada de Pedras,0.578,Baixo,PT,Baixo PT,24.16,1283,75.84,4028,5311
23876,Chã de Alegria,0.604,,PT, PT,24.16,1974,75.84,6198,8172
13676,Carnaubal,0.593,,PT, PT,24.17,2176,75.83,6827,9003
41386,Pintópolis,0.594,,PT, PT,24.18,871,75.82,2731,3602
38032,Poções,0.604,,PT, PT,24.18,5524,75.82,17322,22846
4413,Cametá,0.577,Baixo,PT,Baixo PT,24.21,15959,75.79,49947,65906
21318,Pilar,0.579,Baixo,PT,Baixo PT,24.21,1801,75.79,5638,7439
7200,Bernardo do Mearim,0.604,,PT, PT,24.21,845,75.79,2645,3490
13439,Beberibe,0.638,,PT, PT,24.24,7113,75.76,22228,29341
19410,Belém do Brejo do Cruz,0.578,Baixo,PT,Baixo PT,24.25,949,75.75,2964,3913
41289,Pai Pedro,0.590,,PT, PT,24.25,762,75.75,2380,3142
19208,Riachão,0.574,Baixo,PT,Baixo PT,24.26,550,75.74,1717,2267
10049,Baixa Grande do Ribeiro,0.564,Baixo,PT,Baixo PT,24.27,1605,75.73,5007,6612
39853,Rafael Jambeiro,0.564,Baixo,PT,Baixo PT,24.27,2742,75.73,8554,11296
30813,Capela do Alto Alegre,0.599,,PT, PT,24.28,1478,75.72,4610,6088
36897,Licínio de Almeida,0.621,,PT, PT,24.30,1643,75.70,5119,6762
39691,Wenceslau Guimarães,0.544,Baixo,PT,Baixo PT,24.31,2583,75.69,8044,10627
17930,Pedro Avelino,0.583,Baixo,PT,Baixo PT,24.32,926,75.68,2882,3808
46795,Itinga,0.600,,PT, PT,24.32,1585,75.68,4933,6518
18538,São Rafael,0.611,,PT, PT,24.32,1182,75.68,3679,4861
21954,São José do Sabugi,0.617,,PT, PT,24.32,731,75.68,2275,3006
23205,Araçoiaba,0.592,,PT, PT,24.33,2858,75.67,8887,11745
2518,Lábrea,0.531,Baixo,PT,Baixo PT,24.34,3633,75.66,11291,14924
41068,Miravânia,0.593,,PT, PT,24.34,522,75.66,1623,2145
4898,Melgaço,0.418,Baixo,PT,Baixo PT,24.37,1970,75.63,6115,8085
19992,Cruz do Espírito Santo,0.552,Baixo,PT,Baixo PT,24.37,2859,75.63,8871,11730
9393,Tuntum,0.572,Baixo,PT,Baixo PT,24.37,4365,75.63,13549,17914
17337,Lajes,0.624,,PT, PT,24.37,1469,75.63,4559,6028
32476,Tobias Barreto,0.557,Baixo,PT,Baixo PT,24.38,6832,75.62,21192,28024
39110,Serrolândia,0.590,,PT, PT,24.38,1760,75.62,5459,7219
10570,Corrente,0.642,,PT, PT,24.38,3426,75.62,10628,14054
16896,Ielmo Marinho,0.550,Baixo,PT,Baixo PT,24.40,1851,75.60,5734,7585
4014,Abaetetuba,0.628,,PT, PT,24.40,19896,75.60,61646,81542
2950,Beruri,0.506,Baixo,PT,Baixo PT,24.41,1831,75.59,5670,7501
96199,Tocantínia,0.589,,PT, PT,24.42,867,75.58,2683,3550
38814,São Felipe,0.616,,PT, PT,24.42,2913,75.58,9016,11929
73482,Chapada da Natividade,0.620,,PT, PT,24.42,430,75.58,1331,1761
37052,Malhada,0.562,Baixo,PT,Baixo PT,24.44,2121,75.56,6556,8677
4570,Curuçá,0.582,Baixo,PT,Baixo PT,24.45,5033,75.55,15550,20583
5576,Soure,0.615,,PT, PT,24.47,3137,75.53,9682,12819
16934,Ipueira,0.679,,PT, PT,24.48,353,75.52,1089,1442
4200,Jacareacanga,0.505,Baixo,PT,Baixo PT,24.51,1419,75.49,4370,5789
47155,Jequitinhonha,0.615,,PT, PT,24.51,2462,75.49,7581,10043
11673,Piripiri,0.635,,PT, PT,24.52,8628,75.48,26562,35190
17299,Lagoa Nova,0.585,,PT, PT,24.54,2057,75.46,6324,8381
36412,Itiúba,0.544,Baixo,PT,Baixo PT,24.56,4548,75.44,13970,18518
13285,Pindoretama,0.636,,PT, PT,24.56,3272,75.44,10051,13323
19879,Catolé do Rocha,0.640,,PT, PT,24.57,3914,75.43,12017,15931
13005,Jijoca de Jericoacoara,0.652,,PT, PT,24.58,2631,75.42,8073,10704
14079,Ibiapina,0.608,,PT, PT,24.59,2992,75.41,9176,12168
21270,Piancó,0.621,,PT, PT,24.61,2165,75.39,6632,8797
17736,Paraú,0.603,,PT, PT,24.63,714,75.37,2185,2899
19186,Sertãozinho,0.621,,PT, PT,24.65,775,75.35,2369,3144
20451,Itatuba,0.562,Baixo,PT,Baixo PT,24.66,1542,75.34,4710,6252
27871,Major Isidoro,0.566,Baixo,PT,Baixo PT,24.67,2379,75.33,7264,9643
18210,São Francisco do Oeste,0.628,,PT, PT,24.67,732,75.33,2235,2967
23612,Cachoeirinha,0.579,Baixo,PT,Baixo PT,24.68,2734,75.32,8346,11080
13510,Camocim,0.620,,PT, PT,24.68,8274,75.32,25255,33529
38636,Santa Maria da Vitória,0.614,,PT, PT,24.69,4946,75.31,15090,20036
4375,Bujaru,0.552,Baixo,PT,Baixo PT,24.75,3404,75.25,10347,13751
40240,Icaraí de Minas,0.624,,PT, PT,24.75,1259,75.25,3828,5087
14877,Nova Russas,0.614,,PT, PT,24.77,3936,75.23,11951,15887
39195,Tanhaçu,0.577,Baixo,PT,Baixo PT,24.78,3125,75.22,9485,12610
38415,Rio Real,0.572,Baixo,PT,Baixo PT,24.79,4807,75.21,14587,19394
36773,Laje,0.586,,PT, PT,24.79,3294,75.21,9992,13286
47031,Januária,0.658,,PT, PT,24.79,7287,75.21,22111,29398
20834,Mari,0.548,Baixo,PT,Baixo PT,24.80,3138,75.20,9515,12653
15750,Umari,0.591,,PT, PT,24.83,1085,75.17,3285,4370
16250,Campo Grande,0.621,,PT, PT,24.85,1464,75.15,4427,5891
27138,Batalha,0.594,,PT, PT,24.86,2072,75.14,6261,8333
35459,Ibicuí,0.584,,PT, PT,24.88,1773,75.12,5354,7127
39616,Várzea do Poço,0.575,Baixo,PT,Baixo PT,24.90,1067,75.10,3219,4286
93130,Conceição do Tocantins,0.592,,PT, PT,24.90,455,75.10,1372,1827
4235,Baião,0.578,Baixo,PT,Baixo PT,24.92,4044,75.08,12183,16227
19542,São José do Brejo do Cruz,0.581,Baixo,PT,Baixo PT,24.93,340,75.07,1024,1364
4170,Augusto Corrêa,0.520,Baixo,PT,Baixo PT,24.94,5673,75.06,17073,22746
25275,Primavera,0.580,Baixo,PT,Baixo PT,24.94,1891,75.06,5692,7583
21113,Olivedos,0.603,,PT, PT,24.99,677,75.01,2032,2709
16756,Florânia,0.642,,PT, PT,25.02,1414,74.98,4238,5652
30872,Dias D’ávila,0.676,,PT, PT,25.02,8750,74.98,26227,34977
47198,Joaíma,0.587,,PT, PT,25.04,1488,74.96,4454,5942
35955,Itaberaba,0.620,,PT, PT,25.05,7473,74.95,22358,29831
4030,Acará,0.506,Baixo,PT,Baixo PT,25.08,7548,74.92,22544,30092
23957,Cortês,0.568,Baixo,PT,Baixo PT,25.08,1892,74.92,5651,7543
73393,São Salvador do Tocantins,0.605,,PT, PT,25.12,353,74.88,1052,1405
10774,Floriano,0.700,,PT, PT,25.13,8059,74.87,24011,32070
43893,Coronel Murta,0.627,,PT, PT,25.21,1104,74.79,3276,4380
54178,Varzelândia,0.594,,PT, PT,25.22,2285,74.78,6777,9062
5436,São Domingos do Capim,0.532,Baixo,PT,Baixo PT,25.23,3872,74.77,11473,15345
5258,Salvaterra,0.608,,PT, PT,25.23,2955,74.77,8757,11712
16004,Tenente Laurentino Cruz,0.623,,PT, PT,25.23,905,74.77,2682,3587
38016,Planalto,0.560,Baixo,PT,Baixo PT,25.24,3334,74.76,9874,13208
23302,Jaqueira,0.575,Baixo,PT,Baixo PT,25.25,1469,74.75,4348,5817
11959,São Gonçalo do Piauí,0.616,,PT, PT,25.26,823,74.74,2435,3258
11592,Picos,0.698,,PT, PT,25.26,10143,74.74,30013,40156
38776,São Desidério,0.579,Baixo,PT,Baixo PT,25.28,4193,74.72,12390,16583
15555,Senador Pompeu,0.619,,PT, PT,25.29,3634,74.71,10736,14370
35610,Ibitiara,0.585,,PT, PT,25.30,2019,74.70,5962,7981
73164,Taipas do Tocantins,0.601,,PT, PT,25.30,275,74.70,812,1087
2453,Japurá,0.522,Baixo,PT,Baixo PT,25.31,648,74.69,1912,2560
48119,Materlândia,0.597,,PT, PT,25.31,543,74.69,1602,2145
16519,Ceará-mirim,0.616,,PT, PT,25.31,9970,74.69,29424,39394
41505,Santa Helena de Minas,0.567,Baixo,PT,Baixo PT,25.32,742,74.68,2189,2931
19780,Barra de Santana,0.567,Baixo,PT,Baixo PT,25.33,1377,74.67,4060,5437
7340,Buriticupu,0.556,Baixo,PT,Baixo PT,25.34,7300,74.66,21505,28805
35190,Floresta Azul,0.557,Baixo,PT,Baixo PT,25.34,1253,74.66,3691,4944
52035,Santo Antônio do Itambé,0.558,Baixo,PT,Baixo PT,25.35,454,74.65,1337,1791
41262,Padre Carvalho,0.599,,PT, PT,25.36,640,74.64,1884,2524
36382,Itatim,0.582,Baixo,PT,Baixo PT,25.39,2019,74.61,5934,7953
36676,Jitaúna,0.575,Baixo,PT,Baixo PT,25.40,1969,74.60,5783,7752
35033,Dom Macedo Costa,0.632,,PT, PT,25.45,738,74.55,2162,2900
74748,Rio Bonito do Iguaçu,0.629,,PT, PT,25.46,2190,74.54,6412,8602
18350,São Fernando,0.608,,PT, PT,25.48,646,74.52,1889,2535
8397,Montes Altos,0.575,Baixo,PT,Baixo PT,25.49,1243,74.51,3634,4877
73296,Esperantina,0.570,Baixo,PT,Baixo PT,25.51,1070,74.49,3125,4195
43753,Coração de Jesus,0.642,,PT, PT,25.51,3221,74.49,9403,12624
36358,Itaquara,0.553,Baixo,PT,Baixo PT,25.52,1122,74.48,3274,4396
20877,Mataraca,0.536,Baixo,PT,Baixo PT,25.53,1364,74.47,3979,5343
19062,Capim,0.533,Baixo,PT,Baixo PT,25.54,1074,74.46,3131,4205
31615,Itabi,0.602,,PT, PT,25.54,800,74.46,2332,3132
26336,Itapissuma,0.633,,PT, PT,25.54,3489,74.46,10171,13660
10430,Campo Maior,0.656,,PT, PT,25.54,6730,74.46,19618,26348
8508,Senador La Rocque,0.602,,PT, PT,25.55,2093,74.45,6100,8193
16241,Santa Maria,0.590,,PT, PT,25.56,816,74.44,2376,3192
41084,Monte Formoso,0.541,Baixo,PT,Baixo PT,25.57,613,74.43,1784,2397
96032,São Sebastião do Tocantins,0.573,Baixo,PT,Baixo PT,25.57,571,74.43,1662,2233
23132,Aliança,0.604,,PT, PT,25.61,5160,74.39,14987,20147
37397,Mucugê,0.606,,PT, PT,25.61,1575,74.39,4574,6149
33693,Belo Campo,0.575,Baixo,PT,Baixo PT,25.62,2443,74.38,7092,9535
40479,Alvorada de Minas,0.572,Baixo,PT,Baixo PT,25.64,573,74.36,1662,2235
20257,Frei Martinho,0.641,,PT, PT,25.65,495,74.35,1435,1930
33618,Barra do Rocha,0.577,Baixo,PT,Baixo PT,25.68,657,74.32,1901,2558
34690,Conceição do Jacuípe,0.663,,PT, PT,25.68,4475,74.32,12952,17427
24554,Itaquitinga,0.586,,PT, PT,25.70,2443,74.30,7064,9507
40924,Josenópolis,0.564,Baixo,PT,Baixo PT,25.73,451,74.27,1302,1753
18511,São Pedro,0.589,,PT, PT,25.75,1148,74.25,3311,4459
33510,Baixa Grande,0.585,,PT, PT,25.78,2551,74.22,7344,9895
31658,Japaratuba,0.621,,PT, PT,25.83,2508,74.17,7201,9709
32514,Umbaúba,0.579,Baixo,PT,Baixo PT,25.84,3193,74.16,9162,12355
37257,Miguel Calmon,0.586,,PT, PT,25.85,3564,74.15,10224,13788
31011,Amparo de São Francisco,0.611,,PT, PT,25.85,447,74.15,1282,1729
16993,Jandaíra,0.569,Baixo,PT,Baixo PT,25.87,1030,74.13,2952,3982
4685,Quatipuru,0.543,Baixo,PT,Baixo PT,25.88,1553,74.12,4447,6000
16128,Triunfo Potiguar,0.602,,PT, PT,25.88,707,74.12,2025,2732
31470,General Maynard,0.645,,PT, PT,25.90,490,74.10,1402,1892
5070,Ourém,0.568,Baixo,PT,Baixo PT,25.91,2637,74.09,7541,10178
7552,Carutapera,0.574,Baixo,PT,Baixo PT,25.91,2893,74.09,8274,11167
11770,Ribeiro Gonçalves,0.601,,PT, PT,25.91,903,74.09,2582,3485
49670,Paulistas,0.625,,PT, PT,25.92,618,74.08,1766,2384
25372,Rio Formoso,0.613,,PT, PT,25.94,2945,74.06,8410,11355
31410,Estância,0.647,,PT, PT,25.95,8590,74.05,24515,33105
9377,Timon,0.649,,PT, PT,25.98,21797,74.02,62087,83884
44016,Couto de Magalhães de Minas,0.659,,PT, PT,26.01,567,73.99,1613,2180
4146,Santa Luzia do Pará,0.546,Baixo,PT,Baixo PT,26.02,2684,73.98,7632,10316
35351,Guaratinga,0.558,Baixo,PT,Baixo PT,26.04,2484,73.96,7054,9538
36331,Itapitanga,0.571,Baixo,PT,Baixo PT,26.05,1011,73.95,2870,3881
37192,Mascote,0.581,Baixo,PT,Baixo PT,26.06,1457,73.94,4133,5590
10030,Água Branca,0.639,,PT, PT,26.06,2799,73.94,7942,10741
20915,Montadas,0.590,,PT, PT,26.07,896,73.93,2541,3437
5878,Garrafão do Norte,0.526,Baixo,PT,Baixo PT,26.08,3557,73.92,10084,13641
13374,Barbalha,0.683,,PT, PT,26.08,8953,73.92,25379,34332
7269,Bom Jesus das Selvas,0.558,Baixo,PT,Baixo PT,26.12,3412,73.88,9651,13063
44199,Datas,0.616,,PT, PT,26.12,739,73.88,2090,2829
35939,Irecê,0.691,,PT, PT,26.13,9137,73.87,25824,34961
18392,São João do Sabugi,0.655,,PT, PT,26.14,1013,73.86,2862,3875
14419,Jaguaruana,0.624,,PT, PT,26.18,5117,73.82,14425,19542
23370,Bezerros,0.606,,PT, PT,26.19,8900,73.81,25082,33982
2291,Eirunepé,0.563,Baixo,PT,Baixo PT,26.20,3137,73.80,8836,11973
10731,Esperantina,0.605,,PT, PT,26.24,5532,73.76,15553,21085
33758,Boa Vista do Tupim,0.551,Baixo,PT,Baixo PT,26.27,2315,73.73,6496,8811
18678,Serrinha,0.592,,PT, PT,26.27,1214,73.73,3408,4622
23191,Angelim,0.572,Baixo,PT,Baixo PT,26.30,1612,73.70,4517,6129
14613,Massapê,0.616,,PT, PT,26.33,5460,73.67,15280,20740
7838,Godofredo Viana,0.604,,PT, PT,26.35,1195,73.65,3340,4535
20478,Jacaraú,0.558,Baixo,PT,Baixo PT,26.36,2413,73.64,6741,9154
19070,Alagoa Nova,0.576,Baixo,PT,Baixo PT,26.36,2899,73.64,8098,10997
33898,Brotas de Macaúbas,0.570,Baixo,PT,Baixo PT,26.38,1613,73.62,4502,6115
19054,Alagoa Grande,0.582,Baixo,PT,Baixo PT,26.38,4100,73.62,11443,15543
15075,Parambu,0.570,Baixo,PT,Baixo PT,26.39,4353,73.61,12140,16493
19852,Catingueira,0.574,Baixo,PT,Baixo PT,26.40,829,73.60,2311,3140
18430,São José do Campestre,0.615,,PT, PT,26.40,1821,73.60,5077,6898
2712,Pauini,0.496,Baixo,PT,Baixo PT,26.42,1593,73.58,4437,6030
24996,Palmares,0.622,,PT, PT,26.42,7599,73.58,21163,28762
20010,Cubati,0.566,Baixo,PT,Baixo PT,26.43,1216,73.57,3384,4600
81426,Entre Rios,0.657,,PT, PT,26.43,562,73.57,1564,2126
18295,Santo Antônio,0.620,,PT, PT,26.47,3420,73.53,9498,12918
21636,Salgado de São Félix,0.568,Baixo,PT,Baixo PT,26.48,1842,73.52,5114,6956
31690,Lagarto,0.625,,PT, PT,26.52,13887,73.48,38486,52373
39136,Simões Filho,0.675,,PT, PT,26.53,15305,73.47,42380,57685
20435,Itapororoca,0.564,Baixo,PT,Baixo PT,26.55,2508,73.45,6939,9447
21377,Pirpirituba,0.595,,PT, PT,26.58,1434,73.42,3961,5395
37338,Morpará,0.558,Baixo,PT,Baixo PT,26.59,1298,73.41,3584,4882
44334,Diogo de Vasconcelos,0.601,,PT, PT,26.60,648,73.40,1788,2436
