Código TSE,Nome,IDH,IDH (categoria),Vencedor,Categoria,PSL (% de votos válidos),PSL (votos),PT (% de votos válidos),PT (votos),Total de votos válidos
50539,Prados,0.689,,PT, PT,47.32,2183,52.68,2430,4613
51217,Ritápolis,0.653,,PT, PT,47.33,1347,52.67,1499,2846
78336,Salgado Filho,0.700,,PT, PT,47.36,1343,52.64,1493,2836
53899,Tumiritinga,0.626,,PT, PT,47.37,1558,52.63,1731,3289
40720,São João do Manhuaçu,0.650,,PT, PT,47.41,2895,52.59,3211,6106
4073,Alenquer,0.564,Baixo,PT,Baixo PT,47.43,12988,52.57,14397,27385
61360,Barra do Chapéu,0.660,,PT, PT,47.44,1383,52.56,1532,2915
81205,Santiago do Sul,0.728,,PT, PT,47.46,560,52.54,620,1180
2151,Boca do Acre,0.588,,PT, PT,47.47,6129,52.53,6782,12911
45071,Felício dos Santos,0.606,,PT, PT,47.49,1191,52.51,1317,2508
25313,Recife,0.772,Alto,PT,Alto PT,47.50,436764,52.50,482673,919437
47317,Nova União,0.662,,PT, PT,47.51,1612,52.49,1781,3393
85553,Caçapava do Sul,0.704,,PT, PT,47.52,8113,52.48,8960,17073
91553,Santo Antônio do Leverger,0.656,,PT, PT,47.53,5445,52.47,6012,11457
49271,Paineiras,0.669,,PT, PT,47.55,1254,52.45,1383,2637
96970,Aparecida do Rio Negro,0.651,,PT, PT,47.56,1171,52.44,1291,2462
86428,Boa Vista das Missões,0.676,,PT, PT,47.56,683,52.44,753,1436
62839,Caiuá,0.697,,PT, PT,47.56,1197,52.44,1320,2517
27553,Flexeiras,0.527,Baixo,PT,Baixo PT,47.61,2526,52.39,2780,5306
80799,Caxambu do Sul,0.691,,PT, PT,47.61,1645,52.39,1810,3455
4561,Floresta do Araguaia,0.583,Baixo,PT,Baixo PT,47.62,4363,52.38,4799,9162
87564,Sagrada Família,0.678,,PT, PT,47.64,766,52.36,842,1608
48933,Nova Era,0.709,,PT, PT,47.64,4601,52.36,5057,9658
76090,Iretama,0.665,,PT, PT,47.65,2774,52.35,3048,5822
84557,Altamira do Paraná,0.667,,PT, PT,47.68,1174,52.32,1288,2462
53910,Tupaciguara,0.719,,PT, PT,47.68,6281,52.32,6891,13172
95591,Porto Nacional,0.740,Alto,PT,Alto PT,47.68,13764,52.32,15105,28869
86827,Inhacorá,0.673,,PT, PT,47.69,701,52.31,769,1470
93777,Goiás,0.709,,PT, PT,47.70,6345,52.30,6957,13302
21792,São Bento,0.580,Baixo,PT,Baixo PT,47.71,8399,52.29,9207,17606
51853,Santa Rita de Jacutinga,0.682,,PT, PT,47.71,1435,52.29,1573,3008
89281,Lagoa Bonita do Sul,0.670,,PT, PT,47.72,860,52.28,942,1802
61085,Iaras,0.674,,PT, PT,47.73,1263,52.27,1383,2646
40088,Carneirinho,0.741,Alto,PT,Alto PT,47.74,2623,52.26,2871,5494
86410,Erval Grande,0.681,,PT, PT,47.75,1530,52.25,1674,3204
89400,Rolador,0.689,,PT, PT,47.75,796,52.25,871,1667
4421,Novo Repartimento,0.537,Baixo,PT,Baixo PT,47.78,11506,52.22,12573,24079
91537,Rosário Oeste,0.650,,PT, PT,47.78,4041,52.22,4417,8458
19372,Bayeux,0.649,,PT, PT,47.80,26588,52.20,29039,55627
43818,Corinto,0.680,,PT, PT,47.80,5534,52.20,6044,11578
93394,Davinópolis,0.716,,PT, PT,47.80,1225,52.20,1338,2563
42021,Delta,0.639,,PT, PT,47.82,1893,52.18,2066,3959
44830,Espera Feliz,0.663,,PT, PT,47.82,5453,52.18,5949,11402
75787,Sulina,0.693,,PT, PT,47.82,1063,52.18,1160,2223
92789,Trombas,0.653,,PT, PT,47.83,905,52.17,987,1892
84980,Pantano Grande,0.661,,PT, PT,47.85,2822,52.15,3076,5898
4529,Cumaru do Norte,0.550,Baixo,PT,Baixo PT,47.86,1724,52.14,1878,3602
87963,Tiradentes do Sul,0.689,,PT, PT,47.87,1674,52.13,1823,3497
85790,Campo Novo,0.703,,PT, PT,47.87,1496,52.13,1629,3125
92266,Gouvelândia,0.674,,PT, PT,47.88,1286,52.12,1400,2686
86525,Carlos Gomes,0.739,Alto,PT,Alto PT,47.88,542,52.12,590,1132
94552,Paranaiguara,0.711,,PT, PT,47.89,2424,52.11,2638,5062
42250,Campo do Meio,0.683,,PT, PT,47.91,3074,52.09,3342,6416
80780,São Miguel da Boa Vista,0.710,,PT, PT,47.92,610,52.08,663,1273
44431,Divinolândia de Minas,0.623,,PT, PT,47.95,1622,52.05,1761,3383
95354,Pilar de Goiás,0.684,,PT, PT,47.95,946,52.05,1027,1973
66753,Marabá Paulista,0.677,,PT, PT,47.96,974,52.04,1057,2031
88170,Rio Pardo,0.693,,PT, PT,47.99,10198,52.01,11054,21252
96296,Presidente Kennedy,0.669,,PT, PT,48.02,849,51.98,919,1768
88650,São Francisco de Assis,0.675,,PT, PT,48.05,5127,51.95,5544,10671
40347,Lagoa Grande,0.679,,PT, PT,48.07,2307,51.93,2492,4799
74829,Santa Mônica,0.704,,PT, PT,48.08,977,51.92,1055,2032
81604,Flor do Sertão,0.708,,PT, PT,48.09,604,51.91,652,1256
88951,São Sepé,0.708,,PT, PT,48.13,6060,51.87,6531,12591
5916,Pacajá,0.515,Baixo,PT,Baixo PT,48.14,7460,51.86,8037,15497
95575,Portelândia,0.654,,PT, PT,48.14,1050,51.86,1131,2181
88250,Ronda Alta,0.724,,PT, PT,48.21,2795,51.79,3002,5797
56081,Vila Pavão,0.681,,PT, PT,48.23,2650,51.77,2845,5495
42463,Uruana de Minas,0.664,,PT, PT,48.24,987,51.76,1059,2046
44571,Dona Eusébia,0.701,,PT, PT,48.25,1900,51.75,2038,3938
75280,Corumbataí do Sul,0.638,,PT, PT,48.28,1221,51.72,1308,2529
53490,Simão Pereira,0.638,,PT, PT,48.29,945,51.71,1012,1957
89320,Novo Xingu,0.767,Alto,PT,Alto PT,48.30,598,51.70,640,1238
92649,São Luiz do Norte,0.669,,PT, PT,48.32,1339,51.68,1432,2771
51152,Rio Pomba,0.714,,PT, PT,48.33,4583,51.67,4899,9482
58890,Rio das Flores,0.680,,PT, PT,48.37,2699,51.63,2881,5580
73547,Santa Rita do Tocantins,0.651,,PT, PT,48.40,561,51.60,598,1159
46876,Iturama,0.747,Alto,PT,Alto PT,48.40,9675,51.60,10313,19988
3123,Pacaraima,0.650,,PT, PT,48.41,2841,51.59,3028,5869
45756,Guidoval,0.683,,PT, PT,48.43,2114,51.57,2251,4365
74187,Brasilândia do Sul,0.681,,PT, PT,48.44,1085,51.56,1155,2240
51799,Santana do Riacho,0.665,,PT, PT,48.45,1458,51.55,1551,3009
76511,Jundiaí do Sul,0.688,,PT, PT,48.46,960,51.54,1021,1981
4405,Vitória do Xingu,0.596,,PT, PT,48.48,4272,51.52,4540,8812
76953,Marmeleiro,0.722,,PT, PT,48.48,4351,51.52,4623,8974
53090,Sardoá,0.636,,PT, PT,48.50,1295,51.50,1375,2670
80209,Timbó Grande,0.659,,PT, PT,48.53,1846,51.47,1958,3804
49492,Passabém,0.642,,PT, PT,48.54,531,51.46,563,1094
45373,Frei Inocêncio,0.648,,PT, PT,48.55,2092,51.45,2217,4309
94277,Ivolândia,0.704,,PT, PT,48.57,865,51.43,916,1781
28010,Matriz de Camaragibe,0.584,,PT, PT,48.62,5879,51.38,6213,12092
56197,Boa Esperança,0.679,,PT, PT,48.64,3690,51.36,3897,7587
88498,Santa Vitória do Palmar,0.712,,PT, PT,48.67,7615,51.33,8032,15647
35971,Itabuna,0.712,,PT, PT,48.69,50668,51.31,53396,104064
27715,Japaratinga,0.570,Baixo,PT,Baixo PT,48.71,1962,51.29,2066,4028
80322,Nova Itaberaba,0.736,Alto,PT,Alto PT,48.73,1539,51.27,1619,3158
44253,Descoberto,0.680,,PT, PT,48.74,1508,51.26,1586,3094
90964,Nova Nazaré,0.595,,PT, PT,48.75,720,51.25,757,1477
78158,Ribeirão do Pinhal,0.701,,PT, PT,48.75,3769,51.25,3963,7732
88129,Vitória das Missões,0.655,,PT, PT,48.79,1269,51.21,1332,2601
51993,Santo Antônio do Aventureiro,0.671,,PT, PT,48.79,1148,51.21,1205,2353
4782,Piçarra,0.563,Baixo,PT,Baixo PT,48.81,2621,51.19,2749,5370
81035,Faxinal dos Guedes,0.758,Alto,PT,Alto PT,48.83,3212,51.17,3366,6578
93068,Perolândia,0.676,,PT, PT,48.84,950,51.16,995,1945
87386,Pinhal Grande,0.678,,PT, PT,48.85,1311,51.15,1373,2684
91391,Poxoréu,0.678,,PT, PT,48.85,3910,51.15,4094,8004
92231,Anhangüera,0.725,,PT, PT,48.89,374,51.11,391,765
46132,Indianópolis,0.674,,PT, PT,48.92,1501,51.08,1567,3068
74152,Amaporã,0.669,,PT, PT,48.94,1474,51.06,1538,3012
80462,Vargem,0.629,,PT, PT,48.97,906,51.03,944,1850
96695,Araguapaz,0.674,,PT, PT,49.03,1980,50.97,2058,4038
87254,Júlio de Castilhos,0.716,,PT, PT,49.07,5575,50.93,5786,11361
45659,Guaranésia,0.701,,PT, PT,49.08,4914,50.92,5099,10013
85049,Dezesseis de Novembro,0.654,,PT, PT,49.10,899,50.90,932,1831
6106,Serra do Navio,0.709,,PT, PT,49.10,1196,50.90,1240,2436
90344,Planalto da Serra,0.656,,PT, PT,49.11,989,50.89,1025,2014
28738,São Miguel dos Milagres,0.591,,PT, PT,49.12,2021,50.88,2093,4114
40436,Alvarenga,0.592,,PT, PT,49.12,1422,50.88,1473,2895
49093,Olímpio Noronha,0.674,,PT, PT,49.12,807,50.88,836,1643
75094,Clevelândia,0.694,,PT, PT,49.12,4771,50.88,4941,9712
64270,Francisco Morato,0.703,,PT, PT,49.13,39062,50.87,40445,79507
98078,Itaquiraí,0.620,,PT, PT,49.15,4183,50.85,4327,8510
85090,Alpestre,0.671,,PT, PT,49.15,2435,50.85,2519,4954
41580,São Geraldo do Baixio,0.630,,PT, PT,49.17,975,50.83,1008,1983
84786,Jaboticaba,0.658,,PT, PT,49.19,1128,50.81,1165,2293
58165,Comendador Levy Gasparian,0.685,,PT, PT,49.22,2609,50.78,2692,5301
53511,Simonésia,0.632,,PT, PT,49.23,4597,50.77,4740,9337
89753,Salto do Jacuí,0.687,,PT, PT,49.27,2939,50.73,3026,5965
93696,Goiandira,0.760,Alto,PT,Alto PT,49.27,1478,50.73,1522,3000
1104,Jordão,0.469,Baixo,PT,Baixo PT,49.28,1375,50.72,1415,2790
96997,Barrolândia,0.642,,PT, PT,49.28,1501,50.72,1545,3046
86380,Barra do Rio Azul,0.723,,PT, PT,49.28,684,50.72,704,1388
74969,Virmond,0.722,,PT, PT,49.29,1316,50.71,1354,2670
17779,Parelhas,0.676,,PT, PT,49.34,5904,50.66,6062,11966
86274,Dom Feliciano,0.587,,PT, PT,49.38,3758,50.62,3853,7611
46639,Itanhomi,0.650,,PT, PT,49.38,3015,50.62,3091,6106
40614,Antônio Prado de Minas,0.684,,PT, PT,49.38,675,50.62,692,1367
61603,Itaoca,0.680,,PT, PT,49.39,888,50.61,910,1798
30058,Eunápolis,0.677,,PT, PT,49.41,28502,50.59,29184,57686
91618,Tesouro,0.655,,PT, PT,49.43,690,50.57,706,1396
44776,Entre Rios de Minas,0.672,,PT, PT,49.44,4017,50.56,4108,8125
95613,Posse,0.659,,PT, PT,49.46,8222,50.54,8402,16624
52175,São Brás do Suaçuí,0.664,,PT, PT,49.47,1025,50.53,1047,2072
93505,Vila Propício,0.634,,PT, PT,49.48,1575,50.52,1608,3183
45276,Fortuna de Minas,0.696,,PT, PT,49.50,949,50.50,968,1917
45691,Guarará,0.652,,PT, PT,49.52,1128,50.48,1150,2278
47732,Luminárias,0.678,,PT, PT,49.52,1400,50.48,1427,2827
40002,Alfredo Vasconcelos,0.675,,PT, PT,49.57,1922,50.43,1955,3877
48151,Matias Barbosa,0.720,,PT, PT,49.59,4061,50.41,4128,8189
81108,Coronel Martins,0.696,,PT, PT,49.62,790,50.38,802,1592
89311,Tenente Portela,0.708,,PT, PT,49.62,3660,50.38,3716,7376
96512,Mundo Novo,0.634,,PT, PT,49.63,1591,50.37,1615,3206
95257,Pedro Afonso,0.732,Alto,PT,Alto PT,49.66,3226,50.34,3270,6496
28533,Rio Largo,0.643,,PT, PT,49.72,19583,50.28,19803,39386
42773,Carmo da Cachoeira,0.655,,PT, PT,49.73,2921,50.27,2953,5874
80861,Irati,0.707,,PT, PT,49.73,749,50.27,757,1506
45136,Felixlândia,0.648,,PT, PT,49.76,3587,50.24,3621,7208
86754,São Vicente do Sul,0.685,,PT, PT,49.77,2477,50.23,2500,4977
92150,Alvorada do Norte,0.660,,PT, PT,49.80,2066,50.20,2083,4149
4308,Pau D’arco,0.574,Baixo,PT,Baixo PT,49.84,2033,50.16,2046,4079
87408,Pinheirinho do Vale,0.710,,PT, PT,49.85,1326,50.15,1334,2660
28452,Porto Calvo,0.586,,PT, PT,49.87,5950,50.13,5982,11932
74900,Ventania,0.650,,PT, PT,49.87,2685,50.13,2699,5384
41017,Bambuí,0.741,Alto,PT,Alto PT,49.88,6090,50.12,6120,12210
61786,Bom Sucesso de Itararé,0.660,,PT, PT,49.89,1090,50.11,1095,2185
81442,Paial,0.718,,PT, PT,49.93,692,50.07,694,1386
88633,São Borja,0.736,Alto,PT,Alto PT,49.93,16398,50.07,16441,32839
82635,Ponte Serrada,0.693,,PT, PT,49.98,2976,50.02,2978,5954
87424,Pontão,0.725,,PSL, PSL,50.02,1297,49.98,1296,2593
96237,Três Ranchos,0.745,Alto,PSL,Alto PSL,50.02,1183,49.98,1182,2365
43770,Cordisburgo,0.656,,PSL, PSL,50.06,2253,49.94,2248,4501
88102,Vila Nova do Sul,0.662,,PSL, PSL,50.06,1235,49.94,1232,2467
78999,Sapopema,0.655,,PSL, PSL,50.07,1906,49.93,1901,3807
78514,Santa Izabel do Oeste,0.696,,PSL, PSL,50.07,3344,49.93,3335,6679
16470,Carnaúba dos Dantas,0.659,,PSL, PSL,50.12,2071,49.88,2061,4132
86444,Bom Progresso,0.723,,PSL, PSL,50.12,804,49.88,800,1604
94633,Miranorte,0.662,,PSL, PSL,50.14,3352,49.86,3333,6685
73407,Lajeado,0.675,,PSL, PSL,50.14,1053,49.86,1047,2100
85588,São José do Herval,0.717,,PSL, PSL,50.14,710,49.86,706,1416
41556,Bom Jesus do Galho,0.623,,PSL, PSL,50.16,3778,49.84,3754,7532
87416,Mariano Moro,0.730,,PSL, PSL,50.17,756,49.83,751,1507
69574,Ribeira,0.698,,PSL, PSL,50.18,988,49.82,981,1969
77291,Ourizona,0.720,,PSL, PSL,50.18,1090,49.82,1082,2172
51934,Santa Rosa da Serra,0.705,,PSL, PSL,50.20,990,49.80,982,1972
41173,Barroso,0.734,Alto,PSL,Alto PSL,50.20,5575,49.80,5530,11105
5894,Rurópolis,0.548,Baixo,PSL,Baixo PSL,50.24,5564,49.76,5511,11075
42919,Carrancas,0.725,,PSL, PSL,50.25,1098,49.75,1087,2185
96679,Figueirópolis,0.689,,PSL, PSL,50.26,1433,49.74,1418,2851
73377,Sucupira,0.667,,PSL, PSL,50.27,550,49.73,544,1094
64378,Gastão Vidigal,0.723,,PSL, PSL,50.28,1005,49.72,994,1999
43915,Coronel Pacheco,0.669,,PSL, PSL,50.29,963,49.71,952,1915
51071,Rio Novo,0.707,,PSL, PSL,50.29,2397,49.71,2369,4766
56677,Mimoso do Sul,0.670,,PSL, PSL,50.31,7119,49.69,7031,14150
74110,Alto Piquiri,0.676,,PSL, PSL,50.31,2808,49.69,2773,5581
93912,Hidrolina,0.677,,PSL, PSL,50.32,1194,49.68,1179,2373
96750,Doverlândia,0.668,,PSL, PSL,50.33,2154,49.67,2126,4280
63533,Coronel Macedo,0.690,,PSL, PSL,50.33,1362,49.67,1344,2706
40487,Naque,0.675,,PSL, PSL,50.34,1633,49.66,1611,3244
87165,Muliterno,0.689,,PSL, PSL,50.34,741,49.66,731,1472
75809,Luiziana,0.668,,PSL, PSL,50.35,2159,49.65,2129,4288
46833,Ituiutaba,0.739,Alto,PSL,Alto PSL,50.35,25815,49.65,25456,51271
87114,Iraí,0.691,,PSL, PSL,50.36,2177,49.64,2146,4323
43796,Cordislândia,0.660,,PSL, PSL,50.37,895,49.63,882,1777
78476,Santa Inês,0.717,,PSL, PSL,50.39,641,49.61,631,1272
73580,Bandeirantes do Tocantins,0.638,,PSL, PSL,50.41,860,49.59,846,1706
96431,Xambioá,0.671,,PSL, PSL,50.44,2939,49.56,2888,5827
50210,Pirapetinga,0.709,,PSL, PSL,50.45,3392,49.55,3331,6723
62081,Brejo Alegre,0.710,,PSL, PSL,50.45,899,49.55,883,1782
41270,Belo Vale,0.655,,PSL, PSL,50.46,2705,49.54,2656,5361
94153,Itapirapuã,0.677,,PSL, PSL,50.47,2382,49.53,2338,4720
87572,Nonoai,0.702,,PSL, PSL,50.47,3479,49.53,3414,6893
2020,Guajará,0.532,Baixo,PSL,Baixo PSL,50.48,2836,49.52,2782,5618
84719,São José das Palmeiras,0.713,,PSL, PSL,50.50,1273,49.50,1248,2521
62308,Gavião Peixoto,0.719,,PSL, PSL,50.51,1381,49.49,1353,2734
40290,Além Paraíba,0.726,,PSL, PSL,50.52,9512,49.48,9318,18830
88889,Passa Sete,0.622,,PSL, PSL,50.53,1470,49.47,1439,2909
98736,Nova Olímpia,0.682,,PSL, PSL,50.55,3948,49.45,3862,7810
27111,Barra de São Miguel,0.615,,PSL, PSL,50.57,2400,49.43,2346,4746
73156,Sandolândia,0.659,,PSL, PSL,50.57,1069,49.43,1045,2114
75345,Fernandes Pinheiro,0.645,,PSL, PSL,50.58,2104,49.42,2056,4160
86541,Centenário,0.701,,PSL, PSL,50.58,1091,49.42,1066,2157
73474,Chapada de Areia,0.619,,PSL, PSL,50.60,634,49.40,619,1253
62073,Barra do Turvo,0.641,,PSL, PSL,50.60,1846,49.40,1802,3648
74870,Capanema,0.706,,PSL, PSL,50.63,5744,49.37,5601,11345
44296,Desterro do Melo,0.631,,PSL, PSL,50.67,1142,49.33,1112,2254
88439,Santana da Boa Vista,0.633,,PSL, PSL,50.71,2157,49.29,2097,4254
92002,Bernardo Sayão,0.638,,PSL, PSL,50.74,1100,49.26,1068,2168
92606,Santa Tereza do Tocantins,0.662,,PSL, PSL,50.76,869,49.24,843,1712
41491,Bom Jardim de Minas,0.673,,PSL, PSL,50.78,2010,49.22,1948,3958
88625,Barra do Quaraí,0.662,,PSL, PSL,50.79,994,49.21,963,1957
94358,Jaupaci,0.689,,PSL, PSL,50.79,936,49.21,907,1843
56006,São Domingos do Norte,0.682,,PSL, PSL,50.80,2765,49.20,2678,5443
84972,Ibarama,0.652,,PSL, PSL,50.82,1398,49.18,1353,2751
88447,Maçambará,0.684,,PSL, PSL,50.83,1322,49.17,1279,2601
86045,Amaral Ferrador,0.624,,PSL, PSL,50.86,1687,49.14,1630,3317
56189,Sooretama,0.662,,PSL, PSL,50.87,6491,49.13,6269,12760
85391,Barros Cassal,0.650,,PSL, PSL,50.88,2991,49.12,2887,5878
90948,Novo Santo Antônio,0.653,,PSL, PSL,50.89,514,49.11,496,1010
45810,Gurinhatã,0.680,,PSL, PSL,50.90,1578,49.10,1522,3100
75620,Rio Branco do Ivaí,0.640,,PSL, PSL,50.92,1167,49.08,1125,2292
80446,Sul Brasil,0.707,,PSL, PSL,50.93,985,49.07,949,1934
63215,Castilho,0.731,Alto,PSL,Alto PSL,50.94,5005,49.06,4821,9826
19658,Cabedelo,0.748,Alto,PSL,Alto PSL,50.94,17852,49.06,17190,35042
41670,Botelhos,0.702,,PSL, PSL,50.95,4289,49.05,4129,8418
1040,Marechal Thaumaturgo,0.501,Baixo,PSL,Baixo PSL,50.97,2548,49.03,2451,4999
39934,Teixeira de Freitas,0.685,,PSL, PSL,50.97,34772,49.03,33442,68214
61166,Rosana,0.764,Alto,PSL,Alto PSL,50.97,4592,49.03,4417,9009
5851,Curionópolis,0.636,,PSL, PSL,51.00,5406,49.00,5195,10601
93009,Aparecida do Rio Doce,0.693,,PSL, PSL,51.02,873,48.98,838,1711
82791,Quilombo,0.730,,PSL, PSL,51.02,3337,48.98,3204,6541
28770,Satuba,0.660,,PSL, PSL,51.04,3681,48.96,3531,7212
79812,Boa Vista da Aparecida,0.670,,PSL, PSL,51.09,2453,48.91,2348,4801
80195,Anita Garibaldi,0.688,,PSL, PSL,51.10,2584,48.90,2473,5057
41890,Cabo Verde,0.674,,PSL, PSL,51.11,3367,48.89,3221,6588
94935,Nova Aurora,0.747,Alto,PSL,Alto PSL,51.12,709,48.88,678,1387
28711,São Miguel dos Campos,0.623,,PSL, PSL,51.13,13765,48.87,13156,26921
80004,Monte Carlo,0.643,,PSL, PSL,51.13,2639,48.87,2522,5161
77437,Paranacity,0.717,,PSL, PSL,51.13,2917,48.87,2788,5705
30015,Fernando de Noronha,0.788,Alto,PSL,Alto PSL,51.14,783,48.86,748,1531
55042,Novo Horizonte do Sul,0.649,,PSL, PSL,51.15,1312,48.85,1253,2565
88943,Mampituba,0.649,,PSL, PSL,51.16,1055,48.84,1007,2062
56952,São José do Calçado,0.688,,PSL, PSL,51.23,2994,48.77,2850,5844
90441,Ribeirãozinho,0.692,,PSL, PSL,51.24,683,48.76,650,1333
90247,São José do Xingu,0.657,,PSL, PSL,51.25,1314,48.75,1250,2564
88242,Floriano Peixoto,0.663,,PSL, PSL,51.26,735,48.74,699,1434
94579,Maurilândia,0.677,,PSL, PSL,51.26,2603,48.74,2475,5078
98590,Coronel Sapucaia,0.589,,PSL, PSL,51.31,3532,48.69,3351,6883
90336,Barra do Bugres,0.693,,PSL, PSL,51.31,8047,48.69,7636,15683
47074,Jeceaba,0.661,,PSL, PSL,51.32,1905,48.68,1807,3712
42617,Caranaíba,0.634,,PSL, PSL,51.37,1015,48.63,961,1976
2003,Apuí,0.637,,PSL, PSL,51.37,3218,48.63,3046,6264
43451,Conceição das Alagoas,0.712,,PSL, PSL,51.37,6766,48.63,6406,13172
75574,Florestópolis,0.701,,PSL, PSL,51.41,3760,48.59,3554,7314
40355,Alpercata,0.646,,PSL, PSL,51.42,2076,48.58,1961,4037
54232,Veríssimo,0.667,,PSL, PSL,51.43,919,48.57,868,1787
50776,Raposos,0.730,,PSL, PSL,51.43,4723,48.57,4461,9184
4952,Monte Alegre,0.589,,PSL, PSL,51.44,16203,48.56,15297,31500
92320,Matrinchã,0.679,,PSL, PSL,51.45,1257,48.55,1186,2443
49530,Passa Tempo,0.687,,PSL, PSL,51.45,2304,48.55,2174,4478
75850,Guaraqueçaba,0.587,,PSL, PSL,51.46,2380,48.54,2245,4625
86290,Dom Pedrito,0.708,,PSL, PSL,51.46,10132,48.54,9557,19689
81388,Bom Jesus,0.718,,PSL, PSL,51.46,953,48.54,899,1852
9610,Açailândia,0.672,,PSL, PSL,51.52,27430,48.48,25808,53238
49638,Patrocínio do Muriaé,0.682,,PSL, PSL,51.54,1839,48.46,1729,3568
74608,Nova Santa Bárbara,0.680,,PSL, PSL,51.56,1340,48.44,1259,2599
52337,São Gonçalo do Abaeté,0.670,,PSL, PSL,51.57,1629,48.43,1530,3159
43834,Coroaci,0.626,,PSL, PSL,51.62,2580,48.38,2418,4998
56308,Governador Lindenberg,0.694,,PSL, PSL,51.64,3174,48.36,2972,6146
90590,Chapada dos Guimarães,0.688,,PSL, PSL,51.65,5438,48.35,5091,10529
53392,Serranos,0.643,,PSL, PSL,51.66,669,48.34,626,1295
85529,Segredo,0.659,,PSL, PSL,51.67,2242,48.33,2097,4339
5738,Rondon do Pará,0.602,,PSL, PSL,51.68,9123,48.32,8530,17653
42790,Carmo da Mata,0.689,,PSL, PSL,51.68,3355,48.32,3137,6492
76112,Itaguajé,0.707,,PSL, PSL,51.72,1291,48.28,1205,2496
61883,São João de Iracema,0.748,Alto,PSL,Alto PSL,51.72,572,48.28,534,1106
40592,Antônio Dias,0.645,,PSL, PSL,51.75,2765,48.25,2578,5343
93440,Santa Rita do Novo Destino,0.634,,PSL, PSL,51.76,1000,48.24,932,1932
95419,Piranhas,0.721,,PSL, PSL,51.77,3363,48.23,3133,6496
88730,São José do Norte,0.623,,PSL, PSL,51.82,7503,48.18,6976,14479
85545,Alegria,0.695,,PSL, PSL,51.84,1308,48.16,1215,2523
50733,Quartel Geral,0.683,,PSL, PSL,51.88,1049,48.12,973,2022
85669,Taquaruçu do Sul,0.739,Alto,PSL,Alto PSL,51.89,1042,48.11,966,2008
91154,Nioaque,0.639,,PSL, PSL,51.91,3597,48.09,3332,6929
63770,Diadema,0.757,Alto,PSL,Alto PSL,52.00,117805,48.00,108740,226545
74020,Ibema,0.685,,PSL, PSL,52.01,1828,47.99,1687,3515
64530,Guapiara,0.675,,PSL, PSL,52.04,4914,47.96,4528,9442
52515,São João do Oriente,0.648,,PSL, PSL,52.05,2426,47.95,2235,4661
50253,Piraúba,0.684,,PSL, PSL,52.07,3424,47.93,3152,6576
88293,Roque Gonzales,0.688,,PSL, PSL,52.08,2219,47.92,2042,4261
88455,Santana do Livramento,0.727,,PSL, PSL,52.08,25240,47.92,23224,48464
92142,Combinado,0.697,,PSL, PSL,52.09,1285,47.91,1182,2467
74381,Iguatu,0.703,,PSL, PSL,52.10,818,47.90,752,1570
50393,Pompéu,0.689,,PSL, PSL,52.13,7677,47.87,7049,14726
56979,São Mateus,0.735,Alto,PSL,Alto PSL,52.13,29517,47.87,27104,56621
78956,São Sebastião da Amoreira,0.715,,PSL, PSL,52.16,2707,47.84,2483,5190
88811,São Luiz Gonzaga,0.741,Alto,PSL,Alto PSL,52.17,9521,47.83,8728,18249
42277,Campo Florido,0.706,,PSL, PSL,52.18,2074,47.82,1901,3975
78212,Rio Branco do Sul,0.679,,PSL, PSL,52.19,10317,47.81,9451,19768
84921,Boqueirão do Leão,0.700,,PSL, PSL,52.22,2210,47.78,2022,4232
50130,Pirajuba,0.723,,PSL, PSL,52.23,1463,47.77,1338,2801
44474,Divisa Nova,0.670,,PSL, PSL,52.24,1760,47.76,1609,3369
74888,Tunas do Paraná,0.611,,PSL, PSL,52.25,1931,47.75,1765,3696
89737,Capão do Leão,0.637,,PSL, PSL,52.26,6517,47.74,5953,12470
87432,Mata,0.656,,PSL, PSL,52.26,1570,47.74,1434,3004
86304,Ametista do Sul,0.682,,PSL, PSL,52.26,2141,47.74,1956,4097
4626,Placas,0.552,Baixo,PSL,Baixo PSL,52.27,3809,47.73,3478,7287
78654,Santo Inácio,0.739,Alto,PSL,Alto PSL,52.28,1809,47.72,1651,3460
75272,Coronel Vivida,0.723,,PSL, PSL,52.30,7127,47.70,6499,13626
88218,Rodeio Bonito,0.732,Alto,PSL,Alto PSL,52.32,1950,47.68,1777,3727
41114,Barbacena,0.769,Alto,PSL,Alto PSL,52.33,35585,47.67,32411,67996
88056,Porto Xavier,0.723,,PSL, PSL,52.34,3062,47.66,2788,5850
71854,Tejupá,0.668,,PSL, PSL,52.35,1323,47.65,1204,2527
52370,São Gonçalo do Rio Abaixo,0.667,,PSL, PSL,52.36,3827,47.64,3482,7309
47333,Juiz de Fora,0.778,Alto,PSL,Alto PSL,52.36,145333,47.64,132237,277570
91014,Jateí,0.708,,PSL, PSL,52.37,1324,47.63,1204,2528
85847,Vista Gaúcha,0.757,Alto,PSL,Alto PSL,52.37,974,47.63,886,1860
90409,São Pedro da Cipa,0.660,,PSL, PSL,52.41,1260,47.59,1144,2404
50830,Resende Costa,0.685,,PSL, PSL,52.43,3175,47.57,2881,6056
87750,Paim Filho,0.706,,PSL, PSL,52.43,1534,47.57,1392,2926
78816,São Jorge D’oeste,0.722,,PSL, PSL,52.46,3283,47.54,2975,6258
78751,São João do Ivaí,0.693,,PSL, PSL,52.49,3599,47.51,3258,6857
